New Data
13.729670, 100.775450, 35, 9, 0.00
13.729670, 100.775450, 35, 14, 0.00
13.729670, 100.775450, 35, 19, 0.00
13.729670, 100.775450, 35, 24, 0.00
13.729670, 100.775450, 35, 29, 0.00
13.729670, 100.775450, 35, 34, 0.00
13.729670, 100.775450, 35, 39, 0.00
13.729670, 100.775450, 35, 44, 0.00
13.729670, 100.775450, 35, 49, 0.00
13.729670, 100.775450, 35, 54, 0.00
13.729670, 100.775450, 35, 59, 0.00
13.729710, 100.775490, 36, 4, 0.00
13.729650, 100.775770, 36, 9, 0.00
13.729600, 100.776090, 36, 14, 0.00
13.729580, 100.776390, 36, 19, 0.00
13.729570, 100.776540, 36, 24, 0.00
13.729570, 100.776660, 36, 29, 0.00
13.729550, 100.776920, 36, 34, 0.00
13.729560, 100.777080, 36, 39, 0.00
13.729620, 100.777300, 36, 44, 0.00
13.729690, 100.777580, 36, 49, 0.00
13.729930, 100.777610, 36, 54, 0.00
13.730190, 100.777630, 36, 59, 0.00
13.730230, 100.777900, 37, 4, 0.00
13.730180, 100.778080, 37, 9, 0.00
13.729970, 100.778130, 37, 14, 0.00
13.729620, 100.778130, 37, 19, 0.00
13.729630, 100.778290, 37, 24, 0.00
13.730060, 100.778660, 37, 29, 0.00
13.730390, 100.778980, 37, 34, 0.00
13.730590, 100.779530, 37, 39, 0.00
13.730550, 100.780300, 37, 44, 0.00
13.730520, 100.781140, 37, 49, 0.00
13.730510, 100.782030, 37, 54, 0.00
13.730520, 100.782880, 37, 59, 0.00
13.730510, 100.783510, 38, 4, 0.00
13.730670, 100.783860, 38, 9, 0.00
13.731120, 100.783980, 38, 14, 0.00
13.731660, 100.784010, 38, 19, 0.00
13.731900, 100.784050, 38, 24, 0.00
13.731960, 100.783960, 38, 29, 0.00
13.731960, 100.783440, 38, 34, 0.00
13.731940, 100.782550, 38, 39, 0.00
13.731920, 100.781380, 38, 44, 0.00
13.731890, 100.780070, 38, 49, 0.00
13.731850, 100.778690, 38, 54, 0.00
13.731820, 100.777250, 38, 59, 0.00
13.731820, 100.775800, 39, 4, 0.00
13.731810, 100.774410, 39, 9, 0.00
13.731810, 100.772980, 39, 14, 0.00
13.731790, 100.771550, 39, 19, 0.00
13.731720, 100.770230, 39, 24, 0.00
13.731650, 100.769050, 39, 29, 0.00
13.731580, 100.767860, 39, 34, 0.00
13.731540, 100.766590, 39, 39, 0.00
13.731490, 100.765400, 39, 44, 0.00
13.731250, 100.764220, 39, 49, 0.00
13.730940, 100.763030, 39, 54, 0.00
13.730640, 100.761920, 39, 59, 0.00
13.730310, 100.760950, 40, 4, 0.00
13.730040, 100.760370, 40, 9, 0.00
13.729560, 100.760120, 40, 14, 0.00
13.728970, 100.760210, 40, 19, 0.00
13.728480, 100.760280, 40, 24, 0.00
13.728240, 100.759950, 40, 29, 0.00
13.728360, 100.759320, 40, 34, 0.00
13.728910, 100.758980, 40, 39, 0.00
13.729380, 100.758590, 40, 44, 0.00
13.729450, 100.757860, 40, 49, 0.00
13.729440, 100.757010, 40, 54, 0.00
13.729430, 100.756070, 40, 59, 0.00
13.729400, 100.755070, 41, 4, 0.00
13.729390, 100.754130, 41, 9, 0.00
13.729370, 100.753200, 41, 14, 0.00
13.729340, 100.752150, 41, 19, 0.00
13.729270, 100.751110, 41, 24, 0.00
13.728850, 100.750210, 41, 29, 0.00
13.728190, 100.749430, 41, 34, 0.00
13.727930, 100.748580, 41, 39, 0.00
13.727970, 100.747740, 41, 44, 0.00
13.727960, 100.747150, 41, 49, 0.00
13.727830, 100.746860, 41, 54, 0.00
13.727640, 100.746810, 41, 59, 0.00
13.727460, 100.746800, 42, 4, 0.00
